direccion,latitud,longitud,distrito,tipo_contenedor
"Av. Almte. Miguel Grau 1501, Barranco 15063, Peru",-12.136899814206664,-77.02257441493997,BARRANCO,Reciclaje
"Jr. Tumay 128, Barranco 15063, Peru",-12.14041379849776,-77.01982695027559,BARRANCO,RAEE
"C. Ramón Ribeyro 910, Lima 15047, Peru",-12.131891902983124,-77.0189280256135,BARRANCO,Soterrado
"Luna Pizarro 753, Lima 15049, Peru",-12.14154626186816,-77.0149950578678,BARRANCO,Soterrado
"Av. el Sol Oeste 349, Barranco 15063, Peru",-12.13903441903164,-77.0248716081938,BARRANCO,Reciclaje
"Bresciani 190, Lima 15063, Peru",-12.152186182881662,-77.0235626613385,BARRANCO,Aceite usado
"Teodosio Parreño 128, Lima 15047, Peru",-12.135057885688791,-77.01826507870052,BARRANCO,Superficial
"Imagina - Concepto Art Barranco, Jirón Pedro Martinto 105, Barranco 15063, Peru",-12.140404806411908,-77.02233474351388,BARRANCO,RAEE
"Av Lima 1060, Barranco 15049, Peru",-12.142929302576874,-77.01460841431539,BARRANCO,Aceite usado
"Jr. Anaya 253, Barranco 15063, Peru",-12.15380027382296,-77.01781498543691,BARRANCO,Reciclaje
"Pje. Gral. Pedro Bustamante 105, Barranco 15063, Peru",-12.141093977309763,-77.01975159142192,BARRANCO,Superficial
"RXWG+MW5, Av. Pedro de Osma, Barranco 15063, Peru",-12.153754017429543,-77.02243628829693,BARRANCO,RAEE
"Salazar 108, Lima 15063, Peru",-12.14137476230038,-77.0193946495406,BARRANCO,RAEE
"Ca. Enrique Barrón 237, Barranco 15063, Peru",-12.140190068348668,-77.01875722140987,BARRANCO,Reciclaje
"Jirón Tiravanti 369, Lima 15063, Peru",-12.1439463627521,-77.01596775745445,BARRANCO,Soterrado
"Av Lima 1015, Barranco 15049, Peru",-12.142993405583056,-77.01485475129213,BARRANCO,Superficial
"Av. Cordillera la Viuda 19, Chorrillos 15057, Peru",-12.192331672119488,-76.98909737714246,CHORRILLOS,Superficial
"Av. Chorrillos 51, Chorrillos 15063, Peru",-12.159216387321065,-77.02206173265562,CHORRILLOS,RAEE
"Q2G5+XQM, Alameda Las Garzas Reales, Chorrillos 15067, Peru",-12.223627436467304,-76.99137144353054,CHORRILLOS,Superficial
"Calle Leoncio Guisado Gironda 190, Chorrillos 15064, Peru",-12.17490332321033,-77.01442256106074,CHORRILLOS,Superficial
"Andrómeda 840, Lima 15054, Peru",-12.176230473634408,-77.0025200226314,CHORRILLOS,Soterrado
"RXC9+42 Chorrillos, Peru",-12.179702243646076,-77.03240236982772,CHORRILLOS,Aceite usado
"QXRC+VX Chorrillos, Peru",-12.207870023522208,-77.02759204277434,CHORRILLOS,Reciclaje
"Huanuco 147, Chorrillos 15034, Peru",-12.171190273366305,-76.99572215197615,CHORRILLOS,Superficial
"Av El Sol 220, Chorrillos 15064, Peru",-12.170399329544022,-77.00629327643271,CHORRILLOS,Reciclaje
"Q2J8+XJ Chorrillos, Peru",-12.21750028850126,-76.98348585233502,CHORRILLOS,RAEE
"RXC9+XCV, Chorrillos 15066, Peru",-12.17653889369522,-77.03099969651406,CHORRILLOS,Aceite usado
"Andrómeda 853, Lima 15054, Peru",-12.174975234386128,-77.00274060932209,CHORRILLOS,Reciclaje
"RX6V+VV8, Ca. Santa Rosa, Lima 15057, Peru",-12.188050811576796,-77.00524339574986,CHORRILLOS,Superficial
"Alameda Los Horizontes Mz N, Chorrillos 15067, Peru",-12.203789822316724,-77.00188132304186,CHORRILLOS,RAEE
"RXC9+GWF, Chorrillos 15066, Peru",-12.179261533532417,-77.03137104841609,CHORRILLOS,Aceite usado
"702, Chorrillos 15063, Peru",-12.169548292151976,-77.00793016567036,CHORRILLOS,RAEE
"Avenida Guardia Civil Sur &, R2C3+PFR, Av El Sol, Chorrillos 15056, Peru",-12.178107173867128,-76.99640557037436,CHORRILLOS,Soterrado
"Santa Rosa, Chorrillos 15067, Peru",-12.214540283968288,-76.98359384021134,CHORRILLOS,Aceite usado
"V393+C7 San Juan de Miraflores, Peru",-12.131464338301974,-76.94675081137262,SAN JUAN DE MIRAFLORES,Superficial
"Block 26, Alipo Ponce Vasquez, San Juan de Miraflores 15056, Peru",-12.170757304336682,-76.98156195323514,SAN JUAN DE MIRAFLORES,Reciclaje
"Manuel Wagner 400, San Juan de Miraflores 15801, Peru",-12.16769798754821,-76.97538743183759,SAN JUAN DE MIRAFLORES,Aceite usado
"R2PF+3P2, San Juan de Miraflores 15801, Peru",-12.165041232335252,-76.97523704995935,SAN JUAN DE MIRAFLORES,Superficial
"Av. Mariano Pastor Sevilla 18, Lima 15829, Peru",-12.18452716623106,-76.96657990401405,SAN JUAN DE MIRAFLORES,Superficial
"Libertadores 150, Lima 15803, Peru",-12.149006384073026,-76.98026681610644,SAN JUAN DE MIRAFLORES,Superficial
"Cahuide 224, Chorrillos 15058, Peru",-12.188933517499292,-76.98219709270359,SAN JUAN DE MIRAFLORES,RAEE
"Av. Antonio Raymondi Mz L. Lt 7 Pacifico I, San Juan de Miraflores 15824, Peru",-12.17578278942917,-76.95629355605831,SAN JUAN DE MIRAFLORES,RAEE
"Av. Belisario Suarez 493, Lima 15801, Peru",-12.159963586585024,-76.97369778073111,SAN JUAN DE MIRAFLORES,Aceite usado
"Av Tomás Guzmán 721, San Juan de Miraflores 15801, Peru",-12.161221031861226,-76.96449749385916,SAN JUAN DE MIRAFLORES,RAEE
"Peru 9, Chorrillos 15806, Peru",-12.13305611421461,-76.96744186310474,SAN JUAN DE MIRAFLORES,Aceite usado
"R26C+8GG, C. San Martin, Lima 15058, Peru",-12.189136780742205,-76.97853567870212,SAN JUAN DE MIRAFLORES,Reciclaje
"V3G4+63 San Juan de Miraflores, Peru",-12.124412347454149,-76.94476191388242,SAN JUAN DE MIRAFLORES,RAEE
"V2HV+59W, San Juan de Miraflores 15806, Peru",-12.122017276211691,-76.95611546302709,SAN JUAN DE MIRAFLORES,Soterrado
"C. Pedro Villalobos 1168, San Juan de Miraflores 15824, Peru",-12.168875470814832,-76.96308954775157,SAN JUAN DE MIRAFLORES,Superficial
"V2JX+G2H, San Juan de Miraflores 15806, Peru",-12.118128832327464,-76.95292215621,SAN JUAN DE MIRAFLORES,Aceite usado
"V29R+7GW, San Juan de Miraflores 15806, Peru",-12.131761706096077,-76.95869133094007,SAN JUAN DE MIRAFLORES,RAEE
"R26R+94V, Uran Marca, Lima 15009, Peru",-12.189074850435905,-76.95960463053964,SAN JUAN DE MIRAFLORES,Soterrado
"R4W5+CM8, Villa María del Triunfo 15817, Peru",-12.153309162426693,-76.8911272052197,VILLA MARIA DEL TRIUNFO,RAEE
"Mariano Necochea 531, Villa María del Triunfo 15816, Peru",-12.198459922043476,-76.92359975048734,VILLA MARIA DEL TRIUNFO,Reciclaje
"V3CM+9MV, Villa María del Triunfo 15812, Peru",-12.129962059563235,-76.91636852334805,VILLA MARIA DEL TRIUNFO,RAEE
"Avenida comité 8, Villa María del Triunfo 15811, Peru",-12.143831789410823,-76.92272148174023,VILLA MARIA DEL TRIUNFO,RAEE
"R39V+CH Villa María del Triunfo, Peru",-12.181426267775002,-76.90605605566904,VILLA MARIA DEL TRIUNFO,Aceite usado
"V424+C29, Pachacamac 15817, Peru",-12.149715749519048,-76.89550057009274,VILLA MARIA DEL TRIUNFO,Aceite usado
"R3JQ+QH Villa María del Triunfo, Peru",-12.168072025160964,-76.9110459347184,VILLA MARIA DEL TRIUNFO,RAEE
"R4J7+9F Pachacamac, Peru",-12.169083846380577,-76.88633634434142,VILLA MARIA DEL TRIUNFO,RAEE
"2 De Mayo 2466, Lima 15822, Peru",-12.228158655706505,-76.90517477066277,VILLA MARIA DEL TRIUNFO,Aceite usado
"Jirón Cesar Vallejo 160, Lima 15811, Peru",-12.153250410438735,-76.95108208931232,VILLA MARIA DEL TRIUNFO,RAEE
"Próceres 138, Villa María del Triunfo 15809, Peru",-12.171141447824532,-76.94812780511361,VILLA MARIA DEL TRIUNFO,Aceite usado
"Av. Gral. Rafael Hoyos Rubio 726, Villa María del Triunfo 15818, Peru",-12.180729039565149,-76.93644583652775,VILLA MARIA DEL TRIUNFO,RAEE
"Av. El Sol 596, Lima 15809, Peru",-12.165438892600196,-76.94550836783314,VILLA MARIA DEL TRIUNFO,Reciclaje
"V349+68, Villa María del Triunfo 15812, Peru",-12.143426129151008,-76.931147879373,VILLA MARIA DEL TRIUNFO,RAEE
"Jr. Progreso 341, Lima 15811, Peru",-12.159954123022992,-76.95020756203625,VILLA MARIA DEL TRIUNFO,Reciclaje
"Av Jose Carlos Mariategui 501, Villa María del Triunfo 15809, Peru",-12.156997089594888,-76.9546206444193,VILLA MARIA DEL TRIUNFO,RAEE
"R34X+J5 Villa María del Triunfo, Peru",-12.193427350845877,-76.902047743029,VILLA MARIA DEL TRIUNFO,Reciclaje
"V39G+9R Villa María del Triunfo, Peru",-12.131536259372966,-76.92297842644491,VILLA MARIA DEL TRIUNFO,Superficial
"4VWC+HMV, Av. Trujillo, Mi Perú 07056, Peru",-11.853677224932392,-77.1281607068419,MI PERÃZ,Aceite usado
"5V3P+86V, Ventanilla 07056, Peru",-11.84631716080626,-77.114785321469,MI PERÃZ,Soterrado
"M, 5V2J+GMG, Mi Perú 07056, Peru",-11.84858941835733,-77.11797989520872,MI PERÃZ,Superficial
"4VWG+G8P, Av. Trujillo, Ventanilla 07056, Peru",-11.853439905841224,-77.12391126320996,MI PERÃZ,RAEE
"Los Cedros, Mi Perú 07056, Peru",-11.851312167943377,-77.12828970857736,MI PERÃZ,Aceite usado
"4VXF+CX5, Junín, Ventanilla 07056, Peru",-11.85136382169746,-77.12475170611951,MI PERÃZ,RAEE
"4VRJ+QF7, Jr Moquegua, Mi Perú 07056, Peru",-11.857929724679623,-77.11941819927938,MI PERÃZ,Superficial
"4VVJ+J6R RECREATIVO INFANTIL Y LOZA DEPORTIVA SECTOR F Park, Mi Perú 07056, Peru",-11.855624155587773,-77.11900151973096,MI PERÃZ,Superficial
"5V4P+736, Ventanilla 07056, Peru",-11.844363406868265,-77.11450195822238,MI PERÃZ,Aceite usado
"Avenida Cuzco 480, Ventanilla 07056, Peru",-11.843831588060146,-77.11613641940431,MI PERÃZ,Soterrado
"4VPH+2C Ventanilla, Peru",-11.864933862735322,-77.12140639573283,MI PERÃZ,Superficial
"4VWM+P4 Mi Perú, Peru",-11.853227746207342,-77.11722965181075,MI PERÃZ,Reciclaje
"4VXM+W2, Mi Perú 07056, Peru",-11.850333483452282,-77.11707060355134,MI PERÃZ,Superficial
"4VRM+V3 Mi Perú, Peru",-11.857770467077604,-77.11729206815858,MI PERÃZ,RAEE
"4VXP+M2 Mi Perú, Peru",-11.85085751096634,-77.11497041756779,MI PERÃZ,Soterrado
"5V2M+P23, Ventanilla 07056, Peru",-11.847558377669005,-77.11751963552364,MI PERÃZ,Superficial
"5V2M+P23, Ventanilla 07056, Peru",-11.84845282377729,-77.1177087037536,MI PERÃZ,Reciclaje
"4VWC+6C5, Ventanilla, Mi Perú 07056, Peru",-11.85430388675552,-77.12878212013605,MI PERÃZ,Reciclaje
"Acobamba, Lima 15046, Peru",-12.062622615901592,-77.0403033208959,LIMA,RAEE
"Jirón Ramón Dagnino N° 175, Lima 15046, Peru",-12.071627326680328,-77.03716669711527,LIMA,Superficial
"Jr. Puno 210, Lima 15001, Peru",-12.050799522616437,-77.03286054889273,LIMA,RAEE
"Av. Amezaga 56, Lima 15081, Peru",-12.0544027357101,-77.08544613324534,LIMA,Reciclaje
"Jirón Condesuyos 559, Lima 15079, Peru",-12.038487338966137,-77.05216475952143,LIMA,Superficial
"C.C Mesa Redonda stand, Av. Argentina 428, Lima 15079, Peru",-12.042582615704603,-77.04754957447877,LIMA,Soterrado
"WWXR+GPM, Santiago Tavara, Lima 15082, Peru",-12.051224508967556,-77.05816879898657,LIMA,RAEE
"Av. Emancipación 416, Lima 15001, Peru",-12.046667339473576,-77.03658744895957,LIMA,RAEE
"Jirón Condesuyos 445, Lima 15079, Peru",-12.038513681643002,-77.0496350254343,LIMA,Superficial
"Luis Agurto 121, Lima 15081, Peru",-12.058087438893764,-77.0744894840173,LIMA,Superficial
"Av. Venezuela 2221, Lima 15081, Peru",-12.0572797428185,-77.06251645161863,LIMA,Soterrado
"María Jesús, Av. República de Chile 209, Jesús María 15072, Peru",-12.06600120622858,-77.03772293005682,LIMA,Aceite usado
"Av. Nicolás de Piérola 689, Lima 15001, Peru",-12.049920924279808,-77.03723538709824,LIMA,Aceite usado
"XX2H+8VP, Lima 15001, Peru",-12.048784129257395,-77.0203958870341,LIMA,Reciclaje
"Huari 529, Lima 15003, Peru",-12.049901485042474,-77.01388596465648,LIMA,Reciclaje
"Maquinarias 80, Carmen de La Legua - Reynoso 15081, Peru",-12.044494782563044,-77.0811387344642,LIMA,Reciclaje
"Av. Guillermo Dansey 1801, Lima 15081, Peru",-12.047632641567027,-77.06538282751686,LIMA,Aceite usado
"Jr. Cangallo 556, Lima 15001, Peru",-12.053487698375942,-77.02185770394658,LIMA,Aceite usado
"X28C+P3 El Agustino, Peru",-12.033206768188425,-76.97982707171349,EL AGUSTINO,RAEE
"X269+V8 El Agustino, Peru",-12.037865026102503,-76.98162594912186,EL AGUSTINO,Soterrado
"Jerico 101, El Agustino 15006, Peru",-12.02754122745103,-76.98955257828082,EL AGUSTINO,Aceite usado
"X3H2+32 El Agustino, Peru",-12.022296601580246,-76.94989806985748,EL AGUSTINO,RAEE
"X2CJ+Q7 El Agustino, Peru",-12.028029170764874,-76.96931095259147,EL AGUSTINO,RAEE
"Av. Ramiro Priale Priale 210, El Agustino 15006, Peru",-12.02714711167248,-76.97179287895335,EL AGUSTINO,Soterrado
"X28F+P2 El Agustino, Peru",-12.033154178156437,-76.97748022021402,EL AGUSTINO,RAEE
"Av. Nicolás Ayllón 2925, El Agustino 15022, Peru",-12.058681349161567,-76.97652915302909,EL AGUSTINO,RAEE
"Av. Marcelino Torres 276, El Agustino 15004, Peru",-12.059043112294178,-77.00493986261958,EL AGUSTINO,Superficial
"W2R2+H2V, Av. 3 de Mayo, El Agustino 15004, Peru",-12.05841351492344,-76.99997766653621,EL AGUSTINO,Superficial
"X274+HG6, Calle Los Castaños, Lima 15007, Peru",-12.035996051492749,-76.99366809543525,EL AGUSTINO,Reciclaje
"X2GV+84 El Agustino, Peru",-12.02421111766816,-76.95720468952656,EL AGUSTINO,RAEE
"Direccion de Casa, Ica 663, El Agustino 15004, Peru",-12.054327518285891,-77.00208621988126,EL AGUSTINO,Reciclaje
"W2QC+X94, El Agustino 15022, Peru",-12.059619576477507,-76.97899987976393,EL AGUSTINO,Reciclaje
"JR, Manuel Fumagalli 381, El Agustino 15004, Peru",-12.05276279221569,-77.00101916447286,EL AGUSTINO,RAEE
"X27H+W7 El Agustino, Peru",-12.035211425305922,-76.97179194713253,EL AGUSTINO,Soterrado
"Av. Ferrocarril 160, Lima 15006, Peru",-12.0376980641438,-77.00443493541896,EL AGUSTINO,Superficial
"Av. 1ro de Mayo 2606, El Agustino 15007, Peru",-12.032686673612377,-76.99337613701492,EL AGUSTINO,Aceite usado
"Laureles 141, Lima 15333, Peru",-12.000565544363624,-77.05207770964563,INDEPENDENCIA,Reciclaje
"2XH7+GX9, Independencia 15331, Peru",-11.97223124643634,-77.03421997953195,INDEPENDENCIA,Soterrado
"2X34+85X, Óvalo Gutiérrez, Miraflores 15073, Peru",-11.997395787843384,-77.04524120622152,INDEPENDENCIA,Aceite usado
"Laureles 398, Lima 15333, Peru",-12.00041908649624,-77.04928562306627,INDEPENDENCIA,RAEE
"2X34+P4Q, Independencia, Peru",-11.995731442833318,-77.04456756219632,INDEPENDENCIA,Aceite usado
"Av. 2 de Marzo 297, Independencia 15333, Peru",-12.00625291016191,-77.04523322546554,INDEPENDENCIA,RAEE
"2XH8+VM Independencia, Peru",-11.970359113006054,-77.03332839525817,INDEPENDENCIA,RAEE
"C. C 164, Lima 15311, Peru",-11.99180291098265,-77.06094239746754,INDEPENDENCIA,Superficial
"C. 29 119, Independencia 15331, Peru",-11.968901275246273,-77.04431139211594,INDEPENDENCIA,Superficial
"Av. los Jazmines 573, Lima 15333, Peru",-11.998485056915728,-77.04515433662414,INDEPENDENCIA,Superficial
"Av. Carlos Izaguirre 216, Independencia 15311, Peru",-11.98847050683943,-77.06055127970545,INDEPENDENCIA,Reciclaje
"Av Industrial 3624, Independencia 15311, Peru",-11.991873779478349,-77.05835156251852,INDEPENDENCIA,Soterrado
"C. José Pardo 13, Lima 15333, Peru",-11.997852316891452,-77.03979790305652,INDEPENDENCIA,RAEE
"Jr. Hermanas Toledo 237, Lima 15332, Peru",-11.990686705006215,-77.05391490097753,INDEPENDENCIA,Superficial
"2XF9+PC San Juan de Lurigancho, Peru",-11.975650690248996,-77.03139521013492,INDEPENDENCIA,Aceite usado
"XXV4+773, Independencia 15333, Peru",-12.00779384671606,-77.04429174323245,INDEPENDENCIA,Soterrado
"El Sol 231, Independencia 15328, Peru",-11.9988665099023,-77.03924620749285,INDEPENDENCIA,Soterrado
"Jr. Antisuyo 194, Independencia 15331, Peru",-11.985000692447391,-77.04533241173154,INDEPENDENCIA,Superficial
"Pje. Condor de Chavin 173, San Martín de Porres 15112, Peru",-11.957768280726798,-77.10961387783699,SAN MARTIN DE PORRES,RAEE
"C. Las Gardenias 114, San Martín de Porres 15112, Peru",-11.972451630647589,-77.09012142914112,SAN MARTIN DE PORRES,RAEE
"XW9X+PRW, San Martín de Porres 15102, Peru",-12.030682432627852,-77.05071020119709,SAN MARTIN DE PORRES,RAEE
"Jr, Jirón Eusebio Galvez 413, San Martín de Porres 15103, Peru",-12.015299724513586,-77.07769638235231,SAN MARTIN DE PORRES,Reciclaje
"C. San Juan Salinas 12, San Martín de Porres 15109, Peru",-11.98820256236714,-77.10041834976874,SAN MARTIN DE PORRES,Superficial
"Av. Zarumilla 434, San Martín de Porres 15102, Peru",-12.034848296269656,-77.04826176736483,SAN MARTIN DE PORRES,Superficial
"C. las Dalias 910, Lima 15109, Peru",-11.981808203036076,-77.0894294071241,SAN MARTIN DE PORRES,RAEE
"2VJM+R4X Cerro Marquéz, San Martín de Porres 07031, Peru",-11.967478320613209,-77.11699914546082,SAN MARTIN DE PORRES,Superficial
"2V5W+8QF, Magnolias, Lima 15109, Peru",-11.991886214898502,-77.10308095881281,SAN MARTIN DE PORRES,RAEE
"Pedregal 236, Lima 15101, Peru",-12.034003762862929,-77.05457040499593,SAN MARTIN DE PORRES,Superficial
"Jr. Puno 3313, Lima 15106, Peru",-12.035586311805222,-77.0846759121979,SAN MARTIN DE PORRES,RAEE
"2V3V+VG8, Genova, Callao 15109, Peru",-11.995228490791336,-77.10592866446913,SAN MARTIN DE PORRES,Soterrado
"2W73+2CG, Lima 15109, Peru",-11.987421515302971,-77.09623253391653,SAN MARTIN DE PORRES,Reciclaje
"Jirón Amazonas 3705, San Martín de Porres 15106, Peru",-12.036596243431532,-77.09092715348032,SAN MARTIN DE PORRES,Superficial
"San Martín de Porres MZA LT5, San Martín de Porres 15112, Peru",-11.984367508289536,-77.11178161933344,SAN MARTIN DE PORRES,Superficial
"2V3V+GCG, San Martín de Porres 15109, Peru",-11.996068747637882,-77.10644961873749,SAN MARTIN DE PORRES,Reciclaje
"2WC6+6QR, Lima 15109, Peru",-11.97952603055325,-77.08812273007858,SAN MARTIN DE PORRES,Aceite usado
"3V2J+2G San Martín de Porres, Peru",-11.949936754011462,-77.11870130161134,SAN MARTIN DE PORRES,Soterrado
"Auxiliar Av. Próceres de la Independencia 3822, San Juan de Lurigancho 15438, Peru",-11.967113766697082,-76.99261292763472,SAN JUAN DE LURIGANCHO,Superficial
"22HF+MC9, San Juan de Lurigancho 15442, Peru",-11.970843669029604,-76.97594025099535,SAN JUAN DE LURIGANCHO,Aceite usado
"Complejo Arqueoógico Mangomarca, Av. El Santuario 1915, San Juan de Lurigancho 15427, Peru",-12.01511952613763,-76.981086412797,SAN JUAN DE LURIGANCHO,RAEE
"Centinela 480, San Juan de Lurigancho 15427, Peru",-12.007405209984896,-76.9744250870832,SAN JUAN DE LURIGANCHO,Reciclaje
"3396+9H San Antonio, Peru",-11.931523392864756,-76.93861775775558,SAN JUAN DE LURIGANCHO,Soterrado
"2XFF+M94, Lima 15408, Peru",-11.97571114595646,-77.02609478402535,SAN JUAN DE LURIGANCHO,RAEE
"33QH+WG San Antonio, Peru",-11.910225904910089,-76.92119801788239,SAN JUAN DE LURIGANCHO,Reciclaje
"Los Cipreses 201, San Juan de Lurigancho 15412, Peru",-11.980149240652372,-77.01331979372652,SAN JUAN DE LURIGANCHO,Soterrado
"4354+Q7 San Antonio, Peru",-11.890581448291906,-76.94431626941065,SAN JUAN DE LURIGANCHO,Superficial
"3X6P+P78, San Juan de Lurigancho 15453, Peru",-11.937715727943358,-77.01513612997502,SAN JUAN DE LURIGANCHO,Soterrado
"33M3+X8, San Antonio 15446, Peru",-11.9150356668569,-76.9465948091917,SAN JUAN DE LURIGANCHO,Aceite usado
"n, 322R+QCG, San Juan de Lurigancho 15446, Peru",-11.949084438883876,-76.95885795424834,SAN JUAN DE LURIGANCHO,RAEE
"433M+HR San Antonio, Peru",-11.89608362120944,-76.91546858212483,SAN JUAN DE LURIGANCHO,Aceite usado
"2XPV+FHC, Lima 15423, Peru",-11.96394584326392,-77.00581191976468,SAN JUAN DE LURIGANCHO,Reciclaje
"3X3P+6W San Juan de Lurigancho, Peru",-11.94688746442604,-77.01271331962286,SAN JUAN DE LURIGANCHO,Aceite usado
"15453, San Juan de Lurigancho 15412, Peru",-11.97064131018713,-77.01266299051228,SAN JUAN DE LURIGANCHO,Soterrado
"22MR+W44, San Juan de Lurigancho 15442, Peru",-11.964392328358256,-76.95952395248686,SAN JUAN DE LURIGANCHO,Superficial
"Av. Gran Chimu 388, San Juan de Lurigancho 15401, Peru",-12.0275012216015,-77.00765923335626,SAN JUAN DE LURIGANCHO,Superficial
"Av. Brasil 3390, Lima 15086, Peru",-12.090388917683276,-77.0665259968455,MAGDALENA DEL MAR,Soterrado
"Jirón Tarapacá 332, Magdalena del Mar 15087, Peru",-12.089054187739292,-77.06709909146755,MAGDALENA DEL MAR,Reciclaje
"Jirón Salaverry 110, Magdalena del Mar 15086, Peru",-12.09565888231887,-77.07109352911668,MAGDALENA DEL MAR,Superficial
"Jr. Trujillo 366, Lima 15076, Peru",-12.095450857353471,-77.0625542283219,MAGDALENA DEL MAR,Reciclaje
"Av. Augusto Pérez Araníbar 1059, Magdalena del Mar 15076, Peru",-12.100865761603544,-77.0612296732189,MAGDALENA DEL MAR,Aceite usado
"VWWQ+64X Escalera Resd. Marbella Circuito de Playas, Bajada Marbella, Magdalena del Mar 15076, Peru",-12.104848656877788,-77.06185399967511,MAGDALENA DEL MAR,Superficial
"Jirón Salaverry 227, Magdalena del Mar 15086, Peru",-12.09545550565318,-77.07218255743771,MAGDALENA DEL MAR,Superficial
"Jirón Larco Herrera 1305, Magdalena del Mar 15076, Peru",-12.089050933699264,-77.06443865180913,MAGDALENA DEL MAR,Aceite usado
"Jr. María Parado de Bellido 148, Magdalena del Mar 15076, Peru",-12.09103848016781,-77.06011001990994,MAGDALENA DEL MAR,Aceite usado
"Jr. Rodolfo Rutte 115, Lima 15076, Peru",-12.095415235646945,-77.0666429583572,MAGDALENA DEL MAR,Superficial
"Av. Augusto Perez Aranibar 601, Magdalena del Mar 15076, Peru",-12.098280518315995,-77.06719375591207,MAGDALENA DEL MAR,Reciclaje
"Jr. María Parado de Bellido 131, Magdalena del Mar 15076, Peru",-12.091112123055424,-77.06084814262687,MAGDALENA DEL MAR,RAEE
"Huamanga 441, Pueblo Libre 15086, Peru",-12.086255251472677,-77.0681099148979,MAGDALENA DEL MAR,Superficial
"Jiron Manuel Elias Bonnemaison 660, Magdalena del Mar 15076, Peru",-12.095441134856028,-77.0673392377389,MAGDALENA DEL MAR,Aceite usado
"Jr. Trujillo 1005, Rímac 15076, Peru",-12.088685211201176,-77.06057314392817,MAGDALENA DEL MAR,Reciclaje
"Av. Antonio Miró Quesada 550, Magdalena del Mar 15076, Peru",-12.092874090880532,-77.0591726360911,MAGDALENA DEL MAR,Aceite usado
"Jr. Tacna 562, Magdalena del Mar 15086, Peru",-12.093518192106728,-77.07223111300647,MAGDALENA DEL MAR,Superficial
"Jirón Larco Herrera 777, Lima 15076, Peru",-12.09385066729861,-77.06784175556618,MAGDALENA DEL MAR,RAEE
"Jr. San Martin 149, Lima 15086, Peru",-12.091254557490752,-77.06787521945502,MAGDALENA DEL MAR,Superficial
"Jr.Leoncio Prado 363, Magdalena del Mar 15086, Peru",-12.094970659381024,-77.07448671237051,MAGDALENA DEL MAR,RAEE
"Jiron Antonio Raymondi 393-541, Magdalena del Mar 15076, Peru",-12.097268862133218,-77.06799011503878,MAGDALENA DEL MAR,Reciclaje
"VWVQ+9GC, Magdalena del Mar 15076, Peru",-12.106486599885589,-77.06107558612113,MAGDALENA DEL MAR,Aceite usado
"Comandante Jiménez 244, Magdalena del Mar 15076, Peru",-12.094630647701416,-77.06099801007375,MAGDALENA DEL MAR,Soterrado
"Jiron San Martin de Porres 255, Magdalena del Mar 15086, Peru",-12.091002556180776,-77.0686971784802,MAGDALENA DEL MAR,Reciclaje
"Jirón Domingo Ponte 397, Magdalena del Mar 15076, Peru",-12.096546973722877,-77.06654454260942,MAGDALENA DEL MAR,Aceite usado
"VWWM+JPX, Circuito de Playas, Magdalena del Mar 15076, Peru",-12.10310550970138,-77.06672277883231,MAGDALENA DEL MAR,Reciclaje
"Jirón Domingo Ponte 397, Magdalena del Mar 15076, Peru",-12.096771400245434,-77.0658021773008,MAGDALENA DEL MAR,Reciclaje
"Trujillo, Magdalena del Mar 15076, Peru",-12.092954925609996,-77.06201934157836,MAGDALENA DEL MAR,Soterrado
"C. Bernardo Monteagudo 270, Lima 15076, Peru",-12.098439589439073,-77.05936395417994,MAGDALENA DEL MAR,RAEE
"Jr. Bolívar 639, Magdalena del Mar 15076, Peru",-12.09524795140403,-77.06468124055196,MAGDALENA DEL MAR,RAEE
"Jirón Diego Ferre 255, Magdalena del Mar 15086, Peru",-12.096947310659967,-77.073549106431,MAGDALENA DEL MAR,Soterrado
"Jirón Larco Herrera 229, Lima 15076, Peru",-12.098267251506575,-77.06964993641101,MAGDALENA DEL MAR,RAEE
"C. Hermilio Valdizan 176, Magdalena del Mar 15076, Peru",-12.099564154075184,-77.06830224257261,MAGDALENA DEL MAR,Superficial
"VWWM+JPX, Circuito de Playas, Magdalena del Mar 15076, Peru",-12.10252974662463,-77.06561555438346,MAGDALENA DEL MAR,RAEE
"Av Malecón 104, Magdalena del Mar 15076, Peru",-12.10229685230325,-77.06276300627249,MAGDALENA DEL MAR,Superficial
"Edificio Las Gaviotas, Jirón Arica 230, Magdalena del Mar 15076, Peru",-12.096344884080573,-77.06926519566213,MAGDALENA DEL MAR,RAEE
"Jirón San Martin 481, Magdalena del Mar 15086, Peru",-12.090313347592652,-77.07085951172922,MAGDALENA DEL MAR,Superficial
"Jirón Libertad 516, Magdalena del Mar 15086, Peru",-12.094255972093588,-77.07014262470581,MAGDALENA DEL MAR,Aceite usado
"Prol. Jr. Jose Rufino Echenique Benavente 1346, Magdalena del Mar 15086, Peru",-12.084204999164523,-77.07207587866712,MAGDALENA DEL MAR,Aceite usado
"Av. Javier Prado Oeste 18, Magdalena del Mar 15076, Peru",-12.09323586949171,-77.06097012149722,MAGDALENA DEL MAR,Aceite usado
"Jirón Larco Herrera 751, Magdalena del Mar 15076, Peru",-12.093992388298558,-77.06801367197657,MAGDALENA DEL MAR,Superficial
